Id,Name,DisplayName,Description,Type,Category,Price,Edibility,IsDrink,SpriteIndex,CanBeGivenAsGift,CanBeTrashed,ExcludeFromShippingCollection,ContextTags
370,Basic Retaining Soil,[LocalizedText Strings\Objects:BasicRetainingSoil_Name],[LocalizedText Strings\Objects:BasicRetainingSoil_Description],Basic,-19,4,-300,False,370,True,True,False,"color_brown,fertilizer_item,use_reverse_name_for_sorting"
371,Quality Retaining Soil,[LocalizedText Strings\Objects:QualityRetainingSoil_Name],[LocalizedText Strings\Objects:QualityRetainingSoil_Description],Basic,-19,5,-300,False,371,True,True,False,"color_brown,quality_fertilizer_item,use_reverse_name_for_sorting"
372,Clam,[LocalizedText Strings\Objects:Clam_Name],[LocalizedText Strings\Objects:Clam_Description],Fish,-4,50,-300,False,372,True,True,False,"beach_item,color_light_cyan,fish_crab_pot,fish_has_roe,fish_ocean,fish_upright,forage_item,forage_item_beach"
373,Golden Pumpkin,[LocalizedText Strings\Objects:GoldenPumpkin_Name],[LocalizedText Strings\Objects:GoldenPumpkin_Description],Basic,0,2500,-300,False,373,True,True,False,color_gold
376,Poppy,[LocalizedText Strings\Objects:Poppy_Name],[LocalizedText Strings\Objects:Poppy_Description],Basic,-80,140,18,False,376,True,True,False,"color_orange,dye_medium,flower_item,season_summer"
378,Copper Ore,[LocalizedText Strings\Objects:CopperOre_Name],[LocalizedText Strings\Objects:CopperOre_Description],Basic,-15,5,-300,False,378,True,True,False,"color_copper,ore_item,use_reverse_name_for_sorting"
380,Iron Ore,[LocalizedText Strings\Objects:IronOre_Name],[LocalizedText Strings\Objects:IronOre_Description],Basic,-15,10,-300,False,380,True,True,False,"color_iron,ore_item,use_reverse_name_for_sorting"
382,Coal,[LocalizedText Strings\Objects:Coal_Name],[LocalizedText Strings\Objects:Coal_Description],Basic,-15,15,-300,False,382,True,True,False,color_black
384,Gold Ore,[LocalizedText Strings\Objects:GoldOre_Name],[LocalizedText Strings\Objects:GoldOre_Description],Basic,-15,25,-300,False,384,True,True,False,"color_gold,ore_item,use_reverse_name_for_sorting"
386,Iridium Ore,[LocalizedText Strings\Objects:IridiumOre_Name],[LocalizedText Strings\Objects:IridiumOre_Description],Basic,-15,100,-300,False,386,True,True,False,"color_iridium,ore_item,use_reverse_name_for_sorting"
388,Wood,[LocalizedText Strings\Objects:Wood_Name],[LocalizedText Strings\Objects:Wood_Description],Basic,-16,2,-300,False,388,True,True,False,"color_brown,wood_item"
390,Stone,[LocalizedText Strings\Objects:Stone_Name],[LocalizedText Strings\Objects:Stone_Description],Basic,-16,2,-300,False,390,True,True,False,color_gray
392,Nautilus Shell,[LocalizedText Strings\Objects:NautilusShell_Name],[LocalizedText Strings\Objects:NautilusShell_Description],Basic,-23,120,-300,False,392,True,True,False,"color_orange,forage_item,forage_item_beach,marine_item,season_winter"
393,Coral,[LocalizedText Strings\Objects:Coral_Name],[LocalizedText Strings\Objects:Coral_Description],Basic,-23,80,-300,False,393,True,True,False,"color_red,forage_item,forage_item_beach"
394,Rainbow Shell,[LocalizedText Strings\Objects:RainbowShell_Name],[LocalizedText Strings\Objects:RainbowShell_Description],Basic,-23,300,-300,False,394,True,True,False,"color_prismatic,forage_item,forage_item_beach,season_summer"
395,Coffee,[LocalizedText Strings\Objects:Coffee_Name],[LocalizedText Strings\Objects:Coffee_Description],Crafting,0,150,1,True,395,True,True,False,"color_dark_brown,coffee_item"
396,Spice Berry,[LocalizedText Strings\Objects:SpiceBerry_Name],[LocalizedText Strings\Objects:SpiceBerry_Description],Basic,-79,80,10,False,396,True,True,False,"color_orange,forage_item,season_summer"
397,Sea Urchin,[LocalizedText Strings\Objects:SeaUrchin_Name],[LocalizedText Strings\Objects:SeaUrchin_Description],Basic,-23,160,-300,False,397,True,True,False,"color_purple,forage_item,forage_item_beach"
398,Grape,[LocalizedText Strings\Objects:Grape_Name],[LocalizedText Strings\Objects:Grape_Description],Basic,-79,80,15,False,398,True,True,False,"color_purple,forage_item,season_summer"
399,Spring Onion,[LocalizedText Strings\Objects:SpringOnion_Name],[LocalizedText Strings\Objects:SpringOnion_Description],Basic,-81,8,5,False,399,True,True,False,"color_white,forage_item,season_spring"
400,Strawberry,[LocalizedText Strings\Objects:Strawberry_Name],[LocalizedText Strings\Objects:Strawberry_Description],Basic,-79,120,20,False,400,True,True,False,"color_red,dye_medium,season_spring"
401,Straw Floor,[LocalizedText Strings\Objects:StrawFloor_Name],[LocalizedText Strings\Objects:StrawFloor_Description],Crafting,-24,1,-300,False,401,True,True,False,
402,Sweet Pea,[LocalizedText Strings\Objects:SweetPea_Name],[LocalizedText Strings\Objects:SweetPea_Description],Basic,-80,50,0,False,402,True,True,False,"color_purple,dye_medium,flower_item,forage_item,season_summer"
403,Field Snack,[LocalizedText Strings\Objects:FieldSnack_Name],[LocalizedText Strings\Objects:FieldSnack_Description],Crafting,0,20,18,False,403,True,True,False,color_brown
404,Common Mushroom,[LocalizedText Strings\Objects:CommonMushroom_Name],[LocalizedText Strings\Objects:CommonMushroom_Description],Basic,-81,40,15,False,404,True,True,False,"color_dark_brown,edible_mushroom,forage_item,season_fall,season_spring"
405,Wood Path,[LocalizedText Strings\Objects:WoodPath_Name],[LocalizedText Strings\Objects:WoodPath_Description],Crafting,-24,1,-300,False,405,True,True,False,
406,Wild Plum,[LocalizedText Strings\Objects:WildPlum_Name],[LocalizedText Strings\Objects:WildPlum_Description],Basic,-79,80,10,False,406,True,True,False,"color_dark_purple,forage_item,season_fall"
407,Gravel Path,[LocalizedText Strings\Objects:GravelPath_Name],[LocalizedText Strings\Objects:GravelPath_Description],Crafting,-24,1,-300,False,407,True,True,False,
408,Hazelnut,[LocalizedText Strings\Objects:Hazelnut_Name],[LocalizedText Strings\Objects:Hazelnut_Description],Basic,-81,90,12,False,408,True,True,False,"color_brown,forage_item,season_fall"
409,Crystal Path,[LocalizedText Strings\Objects:CrystalPath_Name],[LocalizedText Strings\Objects:CrystalPath_Description],Crafting,-24,1,-300,False,409,True,True,False,
410,Blackberry,[LocalizedText Strings\Objects:Blackberry_Name],[LocalizedText Strings\Objects:Blackberry_Description],Basic,-79,20,10,False,410,True,True,False,"color_dark_blue,forage_item,season_fall"
411,Cobblestone Path,[LocalizedText Strings\Objects:CobblestonePath_Name],[LocalizedText Strings\Objects:CobblestonePath_Description],Crafting,-24,1,-300,False,411,True,True,False,
412,Winter Root,[LocalizedText Strings\Objects:WinterRoot_Name],[LocalizedText Strings\Objects:WinterRoot_Description],Basic,-81,70,10,False,412,True,True,False,"color_orange,forage_item,forage_item_mines,season_winter"
413,Blue Slime Egg,[LocalizedText Strings\Objects:BlueSlimeEgg_Name],[LocalizedText Strings\Objects:BlueSlimeEgg_Description],Basic,0,1750,-300,False,413,True,True,False,"color_blue,slime_egg_item,slime_item,use_reverse_name_for_sorting"
414,Crystal Fruit,[LocalizedText Strings\Objects:CrystalFruit_Name],[LocalizedText Strings\Objects:CrystalFruit_Description],Basic,-79,150,25,False,414,True,True,False,"color_blue,forage_item,season_winter"
415,Stepping Stone Path,[LocalizedText Strings\Objects:SteppingStonePath_Name],[LocalizedText Strings\Objects:SteppingStonePath_Description],Crafting,-24,1,-300,False,415,True,True,False,
416,Snow Yam,[LocalizedText Strings\Objects:SnowYam_Name],[LocalizedText Strings\Objects:SnowYam_Description],Basic,-81,100,12,False,416,True,True,False,color_white
417,Sweet Gem Berry,[LocalizedText Strings\Objects:SweetGemBerry_Name],[LocalizedText Strings\Objects:SweetGemBerry_Description],Basic,-17,3000,-300,False,417,True,True,False,color_red
418,Crocus,[LocalizedText Strings\Objects:Crocus_Name],[LocalizedText Strings\Objects:Crocus_Description],Basic,-80,60,0,False,418,True,True,False,"color_purple,dye_medium,flower_item,forage_item,season_winter"
419,Vinegar,[LocalizedText Strings\Objects:Vinegar_Name],[LocalizedText Strings\Objects:Vinegar_Description],Basic,0,100,5,True,419,True,True,False,"color_white,placeable"
420,Red Mushroom,[LocalizedText Strings\Objects:RedMushroom_Name],[LocalizedText Strings\Objects:RedMushroom_Description],Basic,-81,75,-20,False,420,True,True,False,"color_red,forage_item,forage_item_mines,forage_item_secret,season_fall,season_summer"
421,Sunflower,[LocalizedText Strings\Objects:Sunflower_Name],[LocalizedText Strings\Objects:Sunflower_Description],Basic,-80,80,18,False,421,True,True,False,"color_yellow,dye_medium,flower_item,season_fall,season_summer"
422,Purple Mushroom,[LocalizedText Strings\Objects:PurpleMushroom_Name],[LocalizedText Strings\Objects:PurpleMushroom_Description],Basic,-81,250,50,False,422,True,True,False,"color_purple,edible_mushroom,forage_item,forage_item_mines"
423,Rice,[LocalizedText Strings\Objects:Rice_Name],[LocalizedText Strings\Objects:Rice_Description],Basic,0,100,5,False,423,True,True,False,color_white
424,Cheese,[LocalizedText Strings\Objects:Cheese_Name],[LocalizedText Strings\Objects:Cheese_Description],Basic,-26,230,50,False,424,True,True,False,color_yellow
425,Fairy Seeds,[LocalizedText Strings\Objects:FairySeeds_Name],[LocalizedText Strings\Objects:FairySeeds_Description],Seeds,-74,100,-300,False,425,True,True,False,
426,Goat Cheese,[LocalizedText Strings\Objects:GoatCheese_Name],[LocalizedText Strings\Objects:GoatCheese_Description],Basic,-26,400,50,False,426,True,True,False,color_yellow
427,Tulip Bulb,[LocalizedText Strings\Objects:TulipBulb_Name],[LocalizedText Strings\Objects:TulipBulb_Description],Seeds,-74,10,-300,False,427,True,True,False,
428,Cloth,[LocalizedText Strings\Objects:Cloth_Name],[LocalizedText Strings\Objects:Cloth_Description],Basic,-26,470,-300,False,428,True,True,False,color_white
429,Jazz Seeds,[LocalizedText Strings\Objects:JazzSeeds_Name],[LocalizedText Strings\Objects:JazzSeeds_Description],Seeds,-74,15,-300,False,429,True,True,False,
430,Truffle,[LocalizedText Strings\Objects:Truffle_Name],[LocalizedText Strings\Objects:Truffle_Description],Basic,-17,625,5,False,430,True,True,False,color_brown
431,Sunflower Seeds,[LocalizedText Strings\Objects:SunflowerSeeds_Name],[LocalizedText Strings\Objects:SunflowerSeeds_Description],Seeds,-74,20,-300,False,431,True,True,False,
432,Truffle Oil,[LocalizedText Strings\Objects:TruffleOil_Name],[LocalizedText Strings\Objects:TruffleOil_Description],Basic,-26,1065,15,True,432,True,True,False,color_yellow
433,Coffee Bean,[LocalizedText Strings\Objects:CoffeeBean_Name],[LocalizedText Strings\Objects:CoffeeBean_Description],Seeds,-74,15,-300,False,433,True,True,False,"color_brown,seedmaker_banned"
434,Stardrop,[LocalizedText Strings\Objects:Stardrop_Name],[LocalizedText Strings\Objects:Stardrop_Description],Crafting,0,7777,100,False,434,True,True,True,
436,Goat Milk,[LocalizedText Strings\Objects:GoatMilk_Name],[LocalizedText Strings\Objects:GoatMilk_Description],Basic,-6,225,25,True,436,True,True,False,"color_white,goat_milk_item,milk_item"
437,Red Slime Egg,[LocalizedText Strings\Objects:RedSlimeEgg_Name],[LocalizedText Strings\Objects:RedSlimeEgg_Description],Basic,0,2500,-300,False,437,True,True,False,"color_red,slime_egg_item,slime_item,use_reverse_name_for_sorting"
438,L. Goat Milk,[LocalizedText Strings\Objects:LGoatMilk_Name],[LocalizedText Strings\Objects:LGoatMilk_Description],Basic,-6,345,35,True,438,True,True,False,"color_white,goat_milk_item,large_milk_item,milk_item"
439,Purple Slime Egg,[LocalizedText Strings\Objects:PurpleSlimeEgg_Name],[LocalizedText Strings\Objects:PurpleSlimeEgg_Description],Basic,0,5000,-300,False,439,True,True,False,"color_purple,slime_egg_item,slime_item,use_reverse_name_for_sorting"
440,Wool,[LocalizedText Strings\Objects:Wool_Name],[LocalizedText Strings\Objects:Wool_Description],Basic,-18,340,-300,False,440,True,True,False,color_white
441,Explosive Ammo,[LocalizedText Strings\Objects:ExplosiveAmmo_Name],[LocalizedText Strings\Objects:ExplosiveAmmo_Description],Basic,0,20,-300,False,441,True,True,False,color_red
442,Duck Egg,[LocalizedText Strings\Objects:DuckEgg_Name],[LocalizedText Strings\Objects:DuckEgg_Description],Basic,-5,95,15,False,442,True,True,False,"color_white,egg_item"
444,Duck Feather,[LocalizedText Strings\Objects:DuckFeather_Name],[LocalizedText Strings\Objects:DuckFeather_Description],Basic,-18,250,-300,False,444,True,True,False,color_green
445,Caviar,[LocalizedText Strings\Objects:Caviar_Name],[LocalizedText Strings\Objects:Caviar_Description],Basic,-26,500,70,False,445,True,True,False,color_black
446,Rabbit's Foot,[LocalizedText Strings\Objects:RabbitsFoot_Name],[LocalizedText Strings\Objects:RabbitsFoot_Description],Basic,-18,565,-300,False,446,True,True,False,color_yellow
447,Aged Roe,[LocalizedText Strings\Objects:AgedRoe_Name],[LocalizedText Strings\Objects:AgedRoe_Description],Basic,-26,100,40,False,447,True,True,False,"color_orange,use_reverse_name_for_sorting"
449,Stone Base,[LocalizedText Strings\Objects:StoneBase_Name],[LocalizedText Strings\Objects:StoneBase_Description],asdf,0,0,-300,False,449,True,True,False,
450,Stone,[LocalizedText Strings\Objects:Stone_NodeStoneOnly_Name],[LocalizedText Strings\Objects:Stone_NodeStoneOnly_Description],Litter,-999,0,-300,False,450,True,True,False,
452,Weeds,[LocalizedText Strings\Objects:Weeds_DryBush_Name],[LocalizedText Strings\Objects:Weeds_DryBush_Description],Litter,-999,0,-300,False,452,True,True,False,
453,Poppy Seeds,[LocalizedText Strings\Objects:PoppySeeds_Name],[LocalizedText Strings\Objects:PoppySeeds_Description],Seeds,-74,50,-300,False,453,True,True,False,
454,Ancient Fruit,[LocalizedText Strings\Objects:AncientFruit_Name],[LocalizedText Strings\Objects:AncientFruit_Description],Basic,-79,550,-300,False,454,True,True,False,color_cyan
455,Spangle Seeds,[LocalizedText Strings\Objects:SpangleSeeds_Name],[LocalizedText Strings\Objects:SpangleSeeds_Description],Seeds,-74,25,-300,False,455,True,True,False,
456,Algae Soup,[LocalizedText Strings\Objects:AlgaeSoup_Name],[LocalizedText Strings\Objects:AlgaeSoup_Description],Cooking,-7,100,30,False,456,True,True,False,color_dark_green
457,Pale Broth,[LocalizedText Strings\Objects:PaleBroth_Name],[LocalizedText Strings\Objects:PaleBroth_Description],Cooking,-7,150,50,False,457,True,True,False,color_white
458,Bouquet,[LocalizedText Strings\Objects:Bouquet_Name],[LocalizedText Strings\Objects:Bouquet_Description],Basic,0,100,-300,False,458,True,True,False,color_pink
459,Mead,[LocalizedText Strings\Objects:Mead_Name],[LocalizedText Strings\Objects:Mead_Description],Basic,-26,300,30,True,459,True,True,False,"alcohol_item,color_gold"
460,Mermaid's Pendant,[LocalizedText Strings\Objects:MermaidsPendant_Name],[LocalizedText Strings\Objects:MermaidsPendant_Description],Basic,0,2500,-300,False,460,True,False,False,
461,Decorative Pot,[LocalizedText Strings\Objects:DecorativePot_Name],[LocalizedText Strings\Objects:DecorativePot_Description],Crafting,0,200,-300,False,461,True,True,False,
463,Drum Block,[LocalizedText Strings\Objects:DrumBlock_Name],[LocalizedText Strings\Objects:DrumBlock_Description],Crafting,0,100,-300,False,463,True,True,False,
464,Flute Block,[LocalizedText Strings\Objects:FluteBlock_Name],[LocalizedText Strings\Objects:FluteBlock_Description],Crafting,0,100,-300,False,464,True,True,False,
465,Speed-Gro,[LocalizedText Strings\Objects:SpeedGro_Name],[LocalizedText Strings\Objects:SpeedGro_Description],Basic,-19,20,-300,False,465,True,True,False,"color_brown,fertilizer_item,use_reverse_name_for_sorting"
466,Deluxe Speed-Gro,[LocalizedText Strings\Objects:DeluxeSpeedGro_Name],[LocalizedText Strings\Objects:DeluxeSpeedGro_Description],Basic,-19,40,-300,False,466,True,True,False,"color_brown,quality_fertilizer_item,use_reverse_name_for_sorting"
472,Parsnip Seeds,[LocalizedText Strings\Objects:ParsnipSeeds_Name],[LocalizedText Strings\Objects:ParsnipSeeds_Description],Seeds,-74,10,-300,False,472,True,True,False,
473,Bean Starter,[LocalizedText Strings\Objects:BeanStarter_Name],[LocalizedText Strings\Objects:BeanStarter_Description],Seeds,-74,30,-300,False,473,True,True,False,
474,Cauliflower Seeds,[LocalizedText Strings\Objects:CauliflowerSeeds_Name],[LocalizedText Strings\Objects:CauliflowerSeeds_Description],Seeds,-74,40,-300,False,474,True,True,False,
475,Potato Seeds,[LocalizedText Strings\Objects:PotatoSeeds_Name],[LocalizedText Strings\Objects:PotatoSeeds_Description],Seeds,-74,25,-300,False,475,True,True,False,
476,Garlic Seeds,[LocalizedText Strings\Objects:GarlicSeeds_Name],[LocalizedText Strings\Objects:GarlicSeeds_Description],Seeds,-74,20,-300,False,476,True,True,False,
477,Kale Seeds,[LocalizedText Strings\Objects:KaleSeeds_Name],[LocalizedText Strings\Objects:KaleSeeds_Description],Seeds,-74,35,-300,False,477,True,True,False,
478,Rhubarb Seeds,[LocalizedText Strings\Objects:RhubarbSeeds_Name],[LocalizedText Strings\Objects:RhubarbSeeds_Description],Seeds,-74,50,-300,False,478,True,True,False,
479,Melon Seeds,[LocalizedText Strings\Objects:MelonSeeds_Name],[LocalizedText Strings\Objects:MelonSeeds_Description],Seeds,-74,40,-300,False,479,True,True,False,
480,Tomato Seeds,[LocalizedText Strings\Objects:TomatoSeeds_Name],[LocalizedText Strings\Objects:TomatoSeeds_Description],Seeds,-74,25,-300,False,480,True,True,False,
481,Blueberry Seeds,[LocalizedText Strings\Objects:BlueberrySeeds_Name],[LocalizedText Strings\Objects:BlueberrySeeds_Description],Seeds,-74,40,-300,False,481,True,True,False,
482,Pepper Seeds,[LocalizedText Strings\Objects:PepperSeeds_Name],[LocalizedText Strings\Objects:PepperSeeds_Description],Seeds,-74,20,-300,False,482,True,True,False,
483,Wheat Seeds,[LocalizedText Strings\Objects:WheatSeeds_Name],[LocalizedText Strings\Objects:WheatSeeds_Description],Seeds,-74,5,-300,False,483,True,True,False,
484,Radish Seeds,[LocalizedText Strings\Objects:RadishSeeds_Name],[LocalizedText Strings\Objects:RadishSeeds_Description],Seeds,-74,20,-300,False,484,True,True,False,
485,Red Cabbage Seeds,[LocalizedText Strings\Objects:RedCabbageSeeds_Name],[LocalizedText Strings\Objects:RedCabbageSeeds_Description],Seeds,-74,50,-300,False,485,True,True,False,
486,Starfruit Seeds,[LocalizedText Strings\Objects:StarfruitSeeds_Name],[LocalizedText Strings\Objects:StarfruitSeeds_Description],Seeds,-74,200,-300,False,486,True,True,False,
487,Corn Seeds,[LocalizedText Strings\Objects:CornSeeds_Name],[LocalizedText Strings\Objects:CornSeeds_Description],Seeds,-74,75,-300,False,487,True,True,False,
488,Eggplant Seeds,[LocalizedText Strings\Objects:EggplantSeeds_Name],[LocalizedText Strings\Objects:EggplantSeeds_Description],Seeds,-74,10,-300,False,488,True,True,False,
489,Artichoke Seeds,[LocalizedText Strings\Objects:ArtichokeSeeds_Name],[LocalizedText Strings\Objects:ArtichokeSeeds_Description],Seeds,-74,15,-300,False,489,True,True,False,
490,Pumpkin Seeds,[LocalizedText Strings\Objects:PumpkinSeeds_Name],[LocalizedText Strings\Objects:PumpkinSeeds_Description],Seeds,-74,50,-300,False,490,True,True,False,
491,Bok Choy Seeds,[LocalizedText Strings\Objects:BokChoySeeds_Name],[LocalizedText Strings\Objects:BokChoySeeds_Description],Seeds,-74,25,-300,False,491,True,True,False,
492,Yam Seeds,[LocalizedText Strings\Objects:YamSeeds_Name],[LocalizedText Strings\Objects:YamSeeds_Description],Seeds,-74,30,-300,False,492,True,True,False,
493,Cranberry Seeds,[LocalizedText Strings\Objects:CranberrySeeds_Name],[LocalizedText Strings\Objects:CranberrySeeds_Description],Seeds,-74,120,-300,False,493,True,True,False,
494,Beet Seeds,[LocalizedText Strings\Objects:BeetSeeds_Name],[LocalizedText Strings\Objects:BeetSeeds_Description],Seeds,-74,10,-300,False,494,True,True,False,
495,Spring Seeds,[LocalizedText Strings\Objects:SpringSeeds_Name],[LocalizedText Strings\Objects:SpringSeeds_Description],Seeds,-74,35,-300,False,495,True,True,False,
496,Summer Seeds,[LocalizedText Strings\Objects:SummerSeeds_Name],[LocalizedText Strings\Objects:SummerSeeds_Description],Seeds,-74,55,-300,False,496,True,True,False,
497,Fall Seeds,[LocalizedText Strings\Objects:FallSeeds_Name],[LocalizedText Strings\Objects:FallSeeds_Description],Seeds,-74,45,-300,False,497,True,True,False,
498,Winter Seeds,[LocalizedText Strings\Objects:WinterSeeds_Name],[LocalizedText Strings\Objects:WinterSeeds_Description],Seeds,-74,30,-300,False,498,True,True,False,
499,Ancient Seeds,[LocalizedText Strings\Objects:AncientSeeds_Name],[LocalizedText Strings\Objects:AncientSeeds_Description],Seeds,-74,30,-300,False,499,True,True,False,
516,Small Glow Ring,[LocalizedText Strings\Objects:SmallGlowRing_Name],[LocalizedText Strings\Objects:SmallGlowRing_Description],Ring,0,100,-300,False,516,True,True,False,"color_yellow,ring_item"
517,Glow Ring,[LocalizedText Strings\Objects:GlowRing_Name],[LocalizedText Strings\Objects:GlowRing_Description],Ring,0,200,-300,False,517,True,True,False,"color_yellow,ring_item"
518,Small Magnet Ring,[LocalizedText Strings\Objects:SmallMagnetRing_Name],[LocalizedText Strings\Objects:SmallMagnetRing_Description],Ring,0,100,-300,False,518,True,True,False,"color_gray,ring_item"
519,Magnet Ring,[LocalizedText Strings\Objects:MagnetRing_Name],[LocalizedText Strings\Objects:MagnetRing_Description],Ring,0,200,-300,False,519,True,True,False,"color_gray,ring_item"
520,Slime Charmer Ring,[LocalizedText Strings\Objects:SlimeCharmerRing_Name],[LocalizedText Strings\Objects:SlimeCharmerRing_Description],Ring,0,700,-300,False,520,True,True,False,"color_green,ring_item"
521,Warrior Ring,[LocalizedText Strings\Objects:WarriorRing_Name],[LocalizedText Strings\Objects:WarriorRing_Description],Ring,0,1500,-300,False,521,True,True,False,"color_sand,ring_item"
522,Vampire Ring,[LocalizedText Strings\Objects:VampireRing_Name],[LocalizedText Strings\Objects:VampireRing_Description],Ring,0,1500,-300,False,522,True,True,False,"color_red,ring_item"
523,Savage Ring,[LocalizedText Strings\Objects:SavageRing_Name],[LocalizedText Strings\Objects:SavageRing_Description],Ring,0,1500,-300,False,523,True,True,False,"color_sand,ring_item"
524,Ring of Yoba,[LocalizedText Strings\Objects:RingofYoba_Name],[LocalizedText Strings\Objects:RingofYoba_Description],Ring,0,1500,-300,False,524,True,True,False,"color_gold,ring_item"
525,Sturdy Ring,[LocalizedText Strings\Objects:SturdyRing_Name],[LocalizedText Strings\Objects:SturdyRing_Description],Ring,0,1500,-300,False,525,True,True,False,"color_cyan,ring_item"
526,Burglar's Ring,[LocalizedText Strings\Objects:BurglarsRing_Name],[LocalizedText Strings\Objects:BurglarsRing_Description],Ring,0,1500,-300,False,526,True,True,False,"color_jade,ring_item"
527,Iridium Band,[LocalizedText Strings\Objects:IridiumBand_Name],[LocalizedText Strings\Objects:IridiumBand_Description],Ring,0,2000,-300,False,527,True,True,False,"color_iridium,ring_item"
528,Jukebox Ring,[LocalizedText Strings\Objects:JukeboxRing_Name],[LocalizedText Strings\Objects:JukeboxRing_Description],Ring,0,200,-300,False,528,True,True,False,"color_black,ring_item"
529,Amethyst Ring,[LocalizedText Strings\Objects:AmethystRing_Name],[LocalizedText Strings\Objects:AmethystRing_Description],Ring,0,200,-300,False,529,True,True,False,"color_purple,ring_item"
530,Topaz Ring,[LocalizedText Strings\Objects:TopazRing_Name],[LocalizedText Strings\Objects:TopazRing_Description],Ring,0,200,-300,False,530,True,True,False,"color_orange,ring_item"
531,Aquamarine Ring,[LocalizedText Strings\Objects:AquamarineRing_Name],[LocalizedText Strings\Objects:AquamarineRing_Description],Ring,0,400,-300,False,531,True,True,False,"color_cyan,ring_item"
532,Jade Ring,[LocalizedText Strings\Objects:JadeRing_Name],[LocalizedText Strings\Objects:JadeRing_Description],Ring,0,400,-300,False,532,True,True,False,"color_jade,ring_item"
533,Emerald Ring,[LocalizedText Strings\Objects:EmeraldRing_Name],[LocalizedText Strings\Objects:EmeraldRing_Description],Ring,0,600,-300,False,533,True,True,False,"color_green,ring_item"
534,Ruby Ring,[LocalizedText Strings\Objects:RubyRing_Name],[LocalizedText Strings\Objects:RubyRing_Description],Ring,0,600,-300,False,534,True,True,False,"color_red,ring_item"
535,Geode,[LocalizedText Strings\Objects:Geode_Name],[LocalizedText Strings\Objects:Geode_Description],Basic,0,50,-300,False,535,True,True,False,color_brown
536,Frozen Geode,[LocalizedText Strings\Objects:FrozenGeode_Name],[LocalizedText Strings\Objects:FrozenGeode_Description],Basic,0,100,-300,False,536,True,True,False,color_cyan
537,Magma Geode,[LocalizedText Strings\Objects:MagmaGeode_Name],[LocalizedText Strings\Objects:MagmaGeode_Description],Basic,0,150,-300,False,537,True,True,False,color_red
538,Alamite,[LocalizedText Strings\Objects:Alamite_Name],[LocalizedText Strings\Objects:Alamite_Description],Minerals,-12,150,-300,False,538,True,True,False,color_gray
539,Bixite,[LocalizedText Strings\Objects:Bixite_Name],[LocalizedText Strings\Objects:Bixite_Description],Minerals,-12,300,-300,False,539,True,True,False,color_black
540,Baryte,[LocalizedText Strings\Objects:Baryte_Name],[LocalizedText Strings\Objects:Baryte_Description],Minerals,-12,50,-300,False,540,True,True,False,color_red
541,Aerinite,[LocalizedText Strings\Objects:Aerinite_Name],[LocalizedText Strings\Objects:Aerinite_Description],Minerals,-12,125,-300,False,541,True,True,False,color_cyan
542,Calcite,[LocalizedText Strings\Objects:Calcite_Name],[LocalizedText Strings\Objects:Calcite_Description],Minerals,-12,75,-300,False,542,True,True,False,color_yellow
543,Dolomite,[LocalizedText Strings\Objects:Dolomite_Name],[LocalizedText Strings\Objects:Dolomite_Description],Minerals,-12,300,-300,False,543,True,True,False,color_pink
544,Esperite,[LocalizedText Strings\Objects:Esperite_Name],[LocalizedText Strings\Objects:Esperite_Description],Minerals,-12,100,-300,False,544,True,True,False,color_green
545,Fluorapatite,[LocalizedText Strings\Objects:Fluorapatite_Name],[LocalizedText Strings\Objects:Fluorapatite_Description],Minerals,-12,200,-300,False,545,True,True,False,color_purple
546,Geminite,[LocalizedText Strings\Objects:Geminite_Name],[LocalizedText Strings\Objects:Geminite_Description],Minerals,-12,150,-300,False,546,True,True,False,color_gray
547,Helvite,[LocalizedText Strings\Objects:Helvite_Name],[LocalizedText Strings\Objects:Helvite_Description],Minerals,-12,450,-300,False,547,True,True,False,color_red
548,Jamborite,[LocalizedText Strings\Objects:Jamborite_Name],[LocalizedText Strings\Objects:Jamborite_Description],Minerals,-12,150,-300,False,548,True,True,False,color_lime
549,Jagoite,[LocalizedText Strings\Objects:Jagoite_Name],[LocalizedText Strings\Objects:Jagoite_Description],Minerals,-12,115,-300,False,549,True,True,False,color_gold
550,Kyanite,[LocalizedText Strings\Objects:Kyanite_Name],[LocalizedText Strings\Objects:Kyanite_Description],Minerals,-12,250,-300,False,550,True,True,False,color_dark_blue
551,Lunarite,[LocalizedText Strings\Objects:Lunarite_Name],[LocalizedText Strings\Objects:Lunarite_Description],Minerals,-12,200,-300,False,551,True,True,False,"color_white,dye_strong"
552,Malachite,[LocalizedText Strings\Objects:Malachite_Name],[LocalizedText Strings\Objects:Malachite_Description],Minerals,-12,100,-300,False,552,True,True,False,color_green
553,Neptunite,[LocalizedText Strings\Objects:Neptunite_Name],[LocalizedText Strings\Objects:Neptunite_Description],Minerals,-12,400,-300,False,553,True,True,False,color_black
554,Lemon Stone,[LocalizedText Strings\Objects:LemonStone_Name],[LocalizedText Strings\Objects:LemonStone_Description],Minerals,-12,200,-300,False,554,True,True,False,color_orange
555,Nekoite,[LocalizedText Strings\Objects:Nekoite_Name],[LocalizedText Strings\Objects:Nekoite_Description],Minerals,-12,80,-300,False,555,True,True,False,color_pink
556,Orpiment,[LocalizedText Strings\Objects:Orpiment_Name],[LocalizedText Strings\Objects:Orpiment_Description],Minerals,-12,80,-300,False,556,True,True,False,color_orange
